351   0     101;2537937.045;1176084.567;
351  17     507;2537988.666;1174416.477;
351  17     508;2538010.431;1174341.878;
351  17    5014;2538081.241;1174659.551;
351  17    5021;2538067.751;1174670.214;
351  17    5026;2538071.536;1174637.301;
351  17    5027;2538083.012;1174635.277;
351  17    5046;2538056.474;1174682.584;
351  17    5049;2538050.528;1174673.890;
351  17    5050;2538041.514;1174648.064;
351  17    5052;2538038.701;1174674.029;
351  17    5059;2538085.655;1174615.856;
351  17    5074;2537981.682;1174709.508;
351  17    5084;2538005.784;1174707.954;
351  17    5085;2538015.610;1174691.246;
351  17    5086;2538023.406;1174687.366;
351  17    5091;2538083.758;1174602.773;
351  17    5093;2538079.993;1174584.778;
351  17    5094;2538081.666;1174571.512;
351  17    5107;2538070.558;1174530.367;
351  17    5108;2538071.120;1174547.181;
351  17    5118;2538079.206;1174616.498;
351  17    5122;2538053.716;1174639.666;
351  17    5123;2538026.512;1174521.326;
351  17    5127;2538116.568;1174584.973;
351  17    5131;2538066.670;1174508.787;
351  17    5134;2538078.177;1174485.247;
351  17    5139;2538058.113;1174476.143;
351  17    5162;2538037.313;1174399.689;
351  17    5179;2538069.162;1174463.910;
351  17    5182;2538030.496;1174473.468;
351  17    5194;2538083.485;1174405.550;
351  17    5281;2537996.399;1174307.679;
351  17    5289;2537983.136;1174712.856;
351  17    7000;2538103.190;1174535.238;
351  17    7001;2538021.575;1174458.364;
351  17    7002;2538122.090;1174786.465;
351  17    7003;2538127.034;1174790.438;
351  17    7004;2538124.935;1174793.657;
351  17    7005;2538096.379;1174670.567;
351  17    7006;2538099.800;1174671.104;
351  17    7007;2538102.433;1174706.225;
351  17    7008;2538098.400;1174707.169;
351  17    7009;2538096.466;1174694.450;
351  17    7010;2538093.751;1174681.323;
351  17    7011;2538099.424;1174687.368;
351  17    7012;2538088.206;1174662.725;
351  17    7013;2538087.401;1174660.655;
351  17    7014;2538081.226;1174659.519;
351  17    7015;2538079.664;1174661.033;
351  17    7016;2538078.744;1174662.111;
351  17    7017;2538077.874;1174663.385;
351  17    7018;2538077.114;1174664.905;
351  17    7019;2538075.059;1174672.472;
351  17    7020;2538066.687;1174678.748;
351  17    7021;2538067.663;1174670.225;
351  17    7022;2538067.307;1174669.559;
351  17    7023;2538066.388;1174669.151;
351  17    7024;2538054.106;1174671.859;
351  17    7025;2538057.353;1174677.665;
351  17    7026;2538070.220;1174637.533;
351  17    7027;2538082.958;1174635.287;
351  17    7028;2538140.269;1174796.578;
351  17    7029;2538138.566;1174790.073;
351  17    7030;2538044.889;1174704.046;
351  17    7031;2538046.152;1174706.778;
351  17    7032;2538080.456;1174733.931;
351  17    7033;2538042.299;1174734.014;
351  17    7034;2538042.025;1174731.973;
351  17    7035;2538047.020;1174703.088;
351  17    7036;2538090.144;1174672.093;
351  17    7037;2538089.289;1174673.378;
351  17    7038;2538106.331;1174734.761;
351  17    7039;2538102.536;1174739.089;
351  17    7040;2538104.707;1174749.949;
351  17    7041;2538110.048;1174751.589;
351  17    7042;2538115.087;1174768.143;
351  17    7043;2538110.969;1174769.881;
351  17    7044;2538118.013;1174788.649;
351  17    7045;2538064.679;1174676.529;
351  17    7046;2538056.518;1174682.782;
351  17    7047;2538045.686;1174677.113;
351  17    7048;2538050.750;1174674.364;
351  17    7049;2538050.595;1174674.034;
351  17    7050;2538042.413;1174647.845;
351  17    7051;2538035.416;1174649.550;
351  17    7052;2538038.754;1174674.423;
351  17    7053;2538034.301;1174677.588;
351  17    7054;2538027.068;1174681.895;
351  17    7055;2538024.402;1174687.767;
351  17    7056;2538056.251;1174737.804;
351  17    7057;2538066.178;1174748.260;
351  17    7058;2538058.931;1174750.662;
351  17    7059;2538085.912;1174615.841;
351  17    7060;2538044.387;1174743.994;
351  17    7061;2538046.963;1174750.142;
351  17    7062;2538057.523;1174760.235;
351  17    7063;2538070.974;1174752.210;
351  17    7064;2538085.353;1174747.523;
351  17    7065;2538097.044;1174747.037;
351  17    7066;2538101.184;1174747.759;
351  17    7067;2538100.318;1174741.765;
351  17    7068;2538097.757;1174743.420;
351  17    7069;2538090.277;1174743.839;
351  17    7070;2538087.504;1174742.239;
351  17    7071;2537992.173;1174728.350;
351  17    7072;2538008.055;1174719.783;
351  17    7073;2538037.633;1174734.235;
351  17    7074;2537981.250;1174708.585;
351  17    7075;2537984.891;1174716.369;
351  17    7076;2537986.740;1174717.052;
351  17    7077;2537995.336;1174710.359;
351  17    7078;2538005.812;1174694.830;
351  17    7079;2538007.455;1174696.408;
351  17    7080;2538007.832;1174698.387;
351  17    7081;2538007.003;1174699.943;
351  17    7082;2538010.248;1174701.654;
351  17    7083;2538007.169;1174706.634;
351  17    7084;2538005.785;1174707.954;
351  17    7085;2538015.729;1174691.015;
351  17    7086;2538023.235;1174687.297;
351  17    7087;2538031.063;1174709.264;
351  17    7088;2538032.838;1174707.589;
351  17    7089;2538036.164;1174705.615;
351  17    7090;2538039.878;1174703.998;
351  17    7091;2538083.439;1174602.834;
351  17    7092;2538082.108;1174600.521;
351  17    7093;2538080.212;1174584.766;
351  17    7094;2538081.662;1174571.441;
351  17    7095;2538078.378;1174571.533;
351  17    7096;2538077.511;1174560.464;
351  17    7097;2538077.013;1174531.173;
351  17    7098;2538076.973;1174519.602;
351  17    7099;2538021.415;1174467.846;
351  17    7100;2538025.635;1174535.638;
351  17    7101;2538033.524;1174542.059;
351  17    7102;2538044.210;1174543.783;
351  17    7103;2538065.443;1174538.657;
351  17    7104;2538066.013;1174546.937;
351  17    7105;2538065.521;1174536.179;
351  17    7106;2538066.498;1174530.973;
351  17    7107;2538070.557;1174530.367;
351  17    7108;2538071.098;1174547.181;
351  17    7109;2538071.531;1174530.306;
351  17    7110;2538071.818;1174534.223;
351  17    7111;2538072.272;1174547.119;
351  17    7112;2538072.787;1174564.987;
351  17    7113;2538071.825;1174567.114;
351  17    7114;2538070.776;1174567.230;
351  17    7115;2538072.553;1174577.904;
351  17    7116;2538071.581;1174577.960;
351  17    7117;2538073.545;1174581.921;
351  17    7118;2538079.096;1174616.521;
351  17    7119;2538052.411;1174634.837;
351  17    7120;2538050.130;1174623.398;
351  17    7121;2538055.289;1174639.992;
351  17    7122;2538053.713;1174639.652;
351  17    7123;2538027.396;1174521.084;
351  17    7124;2538021.931;1174522.469;
351  17    7125;2538023.564;1174530.105;
351  17    7126;2538109.334;1174598.027;
351  17    7127;2538116.556;1174585.207;
351  17    7128;2538060.323;1174512.196;
351  17    7129;2538065.339;1174510.780;
351  17    7130;2538066.404;1174510.037;
351  17    7131;2538066.673;1174508.786;
351  17    7132;2538071.225;1174484.398;
351  17    7133;2538077.395;1174476.865;
351  17    7134;2538078.060;1174484.975;
351  17    7135;2538070.324;1174492.761;
351  17    7136;2538074.449;1174517.870;
351  17    7137;2538067.652;1174507.648;
351  17    7138;2538063.928;1174489.238;
351  17    7139;2538059.634;1174475.646;
351  17    7140;2538058.369;1174472.307;
351  17    7141;2538055.561;1174469.818;
351  17    7142;2537998.851;1174356.915;
351  17    7143;2537996.671;1174358.057;
351  17    7144;2537994.604;1174359.638;
351  17    7145;2538017.017;1174359.592;
351  17    7146;2538021.851;1174358.723;
351  17    7147;2538028.010;1174380.375;
351  17    7148;2538023.097;1174381.490;
351  17    7149;2538033.410;1174394.224;
351  17    7150;2538028.644;1174395.926;
351  17    7151;2537979.401;1174413.237;
351  17    7152;2538036.038;1174394.025;
351  17    7153;2538047.189;1174389.723;
351  17    7154;2538059.635;1174388.587;
351  17    7155;2538074.046;1174388.116;
351  17    7156;2538061.300;1174393.230;
351  17    7157;2538059.044;1174392.216;
351  17    7158;2538047.519;1174392.923;
351  17    7159;2538044.487;1174393.770;
351  17    7160;2538041.041;1174395.550;
351  17    7161;2538038.732;1174398.164;
351  17    7162;2538037.140;1174399.875;
351  17    7163;2538014.423;1174349.803;
351  17    7164;2538005.224;1174324.438;
351  17    7165;2538002.095;1174325.202;
351  17    7166;2537995.848;1174353.221;
351  17    7167;2537996.856;1174354.881;
351  17    7168;2537995.485;1174355.779;
351  17    7169;2537994.372;1174354.049;
351  17    7170;2537991.453;1174356.320;
351  17    7171;2537976.538;1174415.844;
351  17    7172;2537977.975;1174414.676;
351  17    7173;2537979.192;1174414.980;
351  17    7174;2537981.024;1174417.842;
351  17    7175;2538082.644;1174519.428;
351  17    7176;2538082.600;1174518.352;
351  17    7177;2538069.073;1174473.241;
351  17    7178;2538066.448;1174474.249;
351  17    7179;2538069.094;1174463.911;
351  17    7180;2538075.659;1174464.474;
351  17    7181;2538026.471;1174473.635;
351  17    7182;2538030.720;1174474.000;
351  17    7183;2538083.273;1174707.523;
351  17    7184;2538052.671;1174462.100;
351  17    7185;2538053.415;1174457.820;
351  17    7186;2538018.348;1174489.150;
351  17    7187;2538075.885;1174473.697;
351  17    7188;2538096.132;1174467.113;
351  17    7189;2538095.619;1174470.820;
351  17    7190;2538077.368;1174457.366;
351  17    7191;2538080.574;1174453.719;
351  17    7192;2538079.736;1174457.848;
351  17    7193;2538083.439;1174409.850;
351  17    7194;2538083.486;1174405.514;
351  17    7195;2538051.287;1174417.125;
351  17    7196;2538016.859;1174462.684;
351  17    7197;2537979.109;1174449.389;
351  17    7198;2537978.947;1174449.236;
351  17    7199;2538004.697;1174485.398;
351  17    7200;2537996.133;1174712.042;
351  17    7201;2537999.353;1174483.929;
351  17    7202;2537997.228;1174484.766;
351  17    7203;2537992.352;1174486.670;
351  17    7204;2537986.683;1174480.674;
351  17    7205;2537981.693;1174474.129;
351  17    7206;2537984.257;1174476.814;
351  17    7207;2537986.730;1174479.383;
351  17    7208;2537989.317;1174482.343;
351  17    7209;2537991.679;1174484.792;
351  17    7210;2537983.991;1174474.040;
351  17    7211;2537984.159;1174474.256;
351  17    7212;2537986.734;1174476.680;
351  17    7213;2537986.754;1174477.143;
351  17    7214;2537989.244;1174479.584;
351  17    7215;2537989.348;1174479.806;
351  17    7216;2537991.747;1174482.398;
351  17    7217;2537991.847;1174482.523;
351  17    7218;2537993.968;1174485.312;
351  17    7219;2537981.643;1174495.068;
351  17    7220;2537977.383;1174492.562;
351  17    7221;2537974.145;1174488.681;
351  17    7222;2537967.518;1174492.203;
351  17    7223;2537968.928;1174492.672;
351  17    7224;2537970.344;1174491.901;
351  17    7225;2537974.094;1174498.596;
351  17    7226;2537978.355;1174418.150;
351  17    7227;2537978.666;1174418.908;
351  17    7228;2537980.315;1174421.217;
351  17    7229;2537981.330;1174471.734;
351  17    7230;2537970.372;1174481.427;
351  17    7231;2537966.633;1174485.763;
351  17    7232;2537966.646;1174485.252;
351  17    7233;2537966.406;1174485.495;
351  17    7234;2537963.528;1174485.295;
351  17    7235;2538026.172;1174463.509;
351  17    7236;2537998.756;1174708.739;
351  17    7237;2538032.729;1174709.586;
351  17    7238;2538035.005;1174711.897;
351  17    7239;2538034.005;1174712.358;
351  17    7240;2538036.636;1174718.073;
351  17    7241;2538037.070;1174707.608;
351  17    7242;2538040.757;1174705.932;
351  17    7243;2538044.891;1174707.367;
351  17    7244;2538054.208;1174672.320;
351  17    7245;2538057.828;1174680.271;
351  17    7246;2538075.427;1174674.298;
351  17    7247;2538077.241;1174684.648;
351  17    7248;2538088.851;1174682.774;
351  17    7249;2538088.687;1174681.790;
351  17    7250;2538083.983;1174658.826;
351  17    7251;2538087.246;1174673.717;
351  17    7252;2538073.123;1174655.372;
351  17    7256;2538091.178;1174602.178;
351  17    7257;2538105.739;1174598.345;
351  17    7258;2538109.404;1174599.052;
351  17    7259;2538097.912;1174521.369;
351  17    7260;2538102.413;1174520.837;
351  17    7261;2538077.311;1174531.132;
351  17    7262;2538058.237;1174512.785;
351  17    7263;2538076.519;1174481.922;
351  17    7264;2538069.721;1174481.122;
351  17    7265;2538075.033;1174478.684;
351  17    7266;2538075.034;1174477.975;
351  17    7267;2538073.541;1174474.799;
351  17    7268;2538066.937;1174475.437;
351  17    7269;2538069.537;1174474.368;
351  17    7270;2538078.214;1174453.236;
351  17    7271;2538049.808;1174417.377;
351  17    7272;2538052.913;1174416.882;
351  17    7273;2538050.676;1174413.075;
351  17    7274;2538052.714;1174415.551;
351  17    7275;2538051.082;1174415.794;
351  17    7276;2538034.802;1174394.119;
351  17    7277;2537984.025;1174419.746;
351  17    7278;2537981.943;1174406.957;
351  17    7279;2537979.248;1174472.802;
351  17    7280;2537969.866;1174491.050;
351  17    7281;2537996.491;1174307.963;
351  17    7282;2537996.724;1174348.471;
351  17    7283;2537997.398;1174348.142;
351  17    7284;2537995.985;1174347.007;
351  17    7285;2537996.655;1174346.669;
351  17    7286;2538003.979;1174693.091;
351  17    7287;2537998.648;1174698.435;
351  17    7289;2537983.226;1174712.808;
351  17    7290;2537977.574;1174715.813;
351  17    7293;2537974.690;1174713.506;
351  17    7296;2537982.403;1174497.938;
351  17    7297;2538049.703;1174469.862;
351  17    7298;2538068.521;1174481.693;
351  17    7299;2537981.651;1174709.442;
351  17    7300;2538006.566;1174695.554;
351  17    7301;2537973.728;1174497.942;
351  17    7302;2537981.482;1174494.685;
351  17    7303;2538004.531;1174485.002;
351  17    7304;2538068.323;1174481.788;
351  17    7305;2538067.173;1174478.882;
351  17    7306;2538068.164;1174478.407;
351  17    7307;2538067.749;1174477.541;
351  17    7308;2538066.758;1174478.017;
351  17    9500;2538254.743;1174405.367;
351  17    9501;2538200.917;1174806.285;
351  17    9502;2538071.595;1174707.414;
351  17    9503;2538209.351;1174568.402;
351  17    9504;2538054.322;1174764.579;
351  17    9505;2538072.333;1174663.285;
351  17    9506;2538030.750;1174612.951;
351  17    9507;2538125.708;1174557.422;
351  17    9508;2537983.853;1174361.674;
351  17    9509;2538070.956;1174525.784;
351  17    9510;2538032.774;1174442.147;
351  17    9511;2537965.617;1174503.073;
351  17    9512;2537930.509;1174481.754;
351  17    9513;2538071.449;1174705.577;
351  17    9514;2538031.053;1174429.988;
351  17     269;2538077.161;1174684.155;
351  17     511;2538295.706;1174449.535;
351  17     512;2538295.803;1174451.019;
351  17     513;2538244.790;1174457.060;
351  17     514;2538243.354;1174459.632;
351  17     515;2538238.653;1174458.906;
351  17     516;2538238.476;1174456.882;
351  17     517;2538229.444;1174459.540;
351  17     518;2538230.446;1174461.822;
351  17     519;2538216.123;1174463.830;
351  17     520;2538217.066;1174465.618;
351  17     521;2538211.271;1174464.927;
351  17     522;2538210.922;1174463.324;
351  17     523;2538202.486;1174465.820;
351  17     524;2538202.985;1174467.668;
351  17     525;2538195.094;1174470.756;
351  17     526;2538194.043;1174468.969;
351  17     527;2538190.528;1174469.293;
351  17     528;2538190.522;1174470.840;
351  17     529;2538184.864;1174469.885;
351  17     530;2538184.389;1174468.449;
351  17     531;2538177.401;1174473.653;
351  17     532;2538176.739;1174472.236;
351  17     533;2538170.842;1174472.368;
351  17     534;2538170.323;1174473.830;
351  17     535;2538165.871;1174471.267;
351  17     536;2538166.490;1174469.601;
351  17     537;2538162.487;1174469.449;
351  17     538;2538162.268;1174471.204;
351  17     539;2538151.355;1174471.355;
351  17     540;2538152.207;1174473.477;
351  17     541;2538144.926;1174475.986;
351  17     542;2538144.940;1174474.606;
351  17     543;2538140.945;1174474.882;
351  17     544;2538140.090;1174473.388;
351  17     545;2538135.493;1174472.817;
351  17     546;2538135.860;1174475.058;
351  17     547;2538133.587;1174475.564;
351  17     548;2538132.253;1174472.791;
351  17     549;2538283.384;1174450.902;
351  17     550;2538276.385;1174449.935;
351  17     551;2538276.219;1174454.475;
351  17     552;2538274.115;1174451.642;
351  17     553;2538271.911;1174453.976;
351  17     554;2538268.635;1174455.065;
351  17     555;2538267.750;1174452.835;
351  17     556;2538263.527;1174456.679;
351  17     557;2538266.787;1174458.170;
351  17     558;2538258.687;1174459.583;
351  17     559;2538257.841;1174455.108;
351  17     560;2538254.675;1174457.643;
351  17     561;2538255.383;1174460.207;
351  17     562;2538248.382;1174463.324;
351  17     563;2538249.309;1174459.966;
351  17     564;2538289.323;1174454.032;
351  17     565;2538289.097;1174451.521;
351  17     566;2538283.632;1174453.562;
